Name,source,original_index,SMILES,status
negative:497,negative,497,Nc1ccc(Cl)c(Cl)c1Cl,kept
negative:498,negative,498,Nc1c(Cl)cc(Cl)cc1Cl,kept
negative:499,negative,499,COc1nn(CSP(=S)(OC)OC)c(=O)s1,kept
negative:500,negative,500,CCCCCCCCN(CCCCCCCC)CCCCCCCC,kept
negative:501,negative,501,CCNc1nc(Cl)nc(NC(C)C)n1,kept
negative:502,negative,502,Cc1ccc(O)cc1[N+](=O)[O-],kept
negative:503,negative,503,CCc1cc2ccccc2c2ccccc12,kept
negative:504,negative,504,COc1cc(Cl)c(Cl)cc1Cl,kept
negative:505,negative,505,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,kept
negative:506,negative,506,CC12CCC(/C(=C\c3ccccc3)C1=O)C2(C)C,kept
negative:507,negative,507,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,kept
negative:508,negative,508,COc1ccc(Cl)c(Cl)c1Cl,kept
negative:509,negative,509,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,kept
negative:510,negative,510,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,kept
negative:511,negative,511,CC1OC(C)OC(C)OC(C)O1,kept
negative:512,negative,512,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,kept
negative:513,negative,513,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,kept
negative:514,negative,514,COc1c(Cl)ccc(Cl)c1C(=O)O,kept
negative:515,negative,515,CCSC(=O)N(CC(C)C)CC(C)C,kept
negative:516,negative,516,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,kept
negative:517,negative,517,CNC(=O)Oc1cccc2c1OC(C)(C)O2,kept
negative:518,negative,518,O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,kept
negative:519,negative,519,CNC(=O)N(C)c1nnc(C(F)(F)F)s1,kept
negative:520,negative,520,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,kept
negative:521,negative,521,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,kept
negative:522,negative,522,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,kept
negative:523,negative,523,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,kept
negative:524,negative,524,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],kept
negative:525,negative,525,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,kept
negative:526,negative,526,Nc1nc(N)nc(NC2CC2)n1,kept
negative:527,negative,527,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,kept
negative:528,negative,528,CC(C)N1C(=O)N(c2ccccc2)CS/C1=N\C(C)(C)C,kept
negative:529,negative,529,CSc1nc(NC(C)C)nc(NC(C)C)n1,kept
negative:530,negative,530,CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,kept
negative:531,negative,531,CN(C)C(=O)C(c1ccccc1)c1ccccc1,kept
